action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1957395,[],CHEMBL890127,Antagonist activity at human GIP receptor transfected in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C2CCc3cc(C(=O)Nc4nn[nH]n4)ccc32)CC1,,,CHEMBL1146306,Bioorg Med Chem Lett,2007,,CHEMBL407028,,CHEMBL407028,5.37,0,http://www.openphacts.org/units/Nanomolar,646721,=,1,1,=,,IC50,nM,,4256.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,4256.0
,,1957396,[],CHEMBL890127,Antagonist activity at human GIP receptor transfected in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C2CCc3cc(C(=O)NCCC(=O)O)ccc32)CC1,,,CHEMBL1146306,Bioorg Med Chem Lett,2007,,CHEMBL411833,,CHEMBL411833,5.69,0,http://www.openphacts.org/units/Nanomolar,646720,=,1,1,=,,IC50,nM,,2023.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,2023.0
,,1957397,[],CHEMBL890127,Antagonist activity at human GIP receptor transfected in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(C(=O)Nc2cc(Cl)cc(Cl)c2)C2CCc3cc(C(=O)Nc4nn[nH]n4)ccc32)CC1,,,CHEMBL1146306,Bioorg Med Chem Lett,2007,,CHEMBL232448,,CHEMBL232448,5.45,0,http://www.openphacts.org/units/Nanomolar,646719,=,1,1,=,,IC50,nM,,3525.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,3525.0
,,1957398,[],CHEMBL890127,Antagonist activity at human GIP receptor transfected in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(C(=O)Nc2cc(Cl)cc(Cl)c2)C2CCc3cc(C(=O)NCCC(=O)O)ccc32)CC1,,,CHEMBL1146306,Bioorg Med Chem Lett,2007,,CHEMBL430163,,CHEMBL430163,5.89,0,http://www.openphacts.org/units/Nanomolar,646718,=,1,1,=,,IC50,nM,,1279.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1279.0
,,1957399,[],CHEMBL890127,Antagonist activity at human GIP receptor transfected in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(C(=O)c2ccc(OC(F)(F)F)cc2)C2CCc3cc(C(=O)Nc4nn[nH]n4)ccc32)CC1,,,CHEMBL1146306,Bioorg Med Chem Lett,2007,,CHEMBL232037,,CHEMBL232037,6.21,0,http://www.openphacts.org/units/Nanomolar,646717,=,1,1,=,,IC50,nM,,610.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,610.0
,Not Determined,1957400,[],CHEMBL890127,Antagonist activity at human GIP receptor transfected in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(C(=O)c2ccc(OC(F)(F)F)cc2)C2CCc3cc(C(=O)NCCC(=O)O)ccc32)CC1,,,CHEMBL1146306,Bioorg Med Chem Lett,2007,,CHEMBL390469,,CHEMBL390469,,0,,646716,,1,0,,,IC50,,,,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,,,,
,,1957401,[],CHEMBL890127,Antagonist activity at human GIP receptor transfected in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(C(=O)Cc2ccc(OC(F)(F)F)cc2)C2CCc3cc(C(=O)Nc4nn[nH]n4)ccc32)CC1,,,CHEMBL1146306,Bioorg Med Chem Lett,2007,,CHEMBL232242,,CHEMBL232242,6.93,0,http://www.openphacts.org/units/Nanomolar,646715,=,1,1,=,,IC50,nM,,118.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,118.0
,,1957402,[],CHEMBL890127,Antagonist activity at human GIP receptor transfected in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(C(=O)Cc2ccc(OC(F)(F)F)cc2)C2CCc3cc(C(=O)NCCC(=O)O)ccc32)CC1,,,CHEMBL1146306,Bioorg Med Chem Lett,2007,,CHEMBL232224,,CHEMBL232224,6.54,0,http://www.openphacts.org/units/Nanomolar,646714,=,1,1,=,,IC50,nM,,286.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,286.0
,Not Active,2146795,[],CHEMBL940051,Agonist activity at human GIP receptor expressed in BHK cells assessed as cAMP accumulation,F,,,BAO_0000375,BAO_0000219,cell-based format,Cc1cnc(Sc2nc3cc(Cl)c(Cl)cc3nc2C(F)(F)F)s1,,,CHEMBL1147050,Proc Natl Acad Sci U S A,2007,,CHEMBL261639,,CHEMBL261639,,0,,708208,,1,0,,,Activity,,,,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Activity,,,,
,,2378181,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC(N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '13.39', 'le': '0.26', 'lle': '1.12', 'sei': '6.99'}",CHEMBL198736,,CHEMBL198736,7.55,0,http://www.openphacts.org/units/Nanomolar,722651,=,1,1,=,,IC50,nM,,28.3,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,28.3
,,2378209,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)c1cc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)c2ccc(C3=CCCCC3)cc2)ccc1OC(F)(F)F,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '9.33', 'le': '0.18', 'lle': '0.94', 'sei': '3.88'}",CHEMBL452451,,CHEMBL452451,6.30,0,http://www.openphacts.org/units/Nanomolar,722797,=,1,1,=,,IC50,nM,,497.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,497.0
,,2378210,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CSc1cccc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)c2ccc(C3CCCCC3)cc2)c1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.37', 'le': '0.22', 'lle': '0.52', 'sei': '5.37'}",CHEMBL528775,,CHEMBL528775,6.39,0,http://www.openphacts.org/units/Nanomolar,722796,=,1,1,=,,IC50,nM,,411.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,411.0
,,2378211,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC[C@@H](O)C(=O)O)c1ccc(CN(C(=O)Nc2cc(F)cc(C(F)(F)F)c2)c2ccc(C3=CCCCC3)cc2)cc1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '10.94', 'le': '0.21', 'lle': '0.34', 'sei': '5.51'}",CHEMBL447684,,CHEMBL447684,6.56,0,http://www.openphacts.org/units/Nanomolar,722795,=,1,1,=,,IC50,nM,,277.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,277.0
,,2378212,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC[C@@H](O)C(=O)O)c1ccc(CN(C(=O)Nc2ccc3c(c2)C(F)(F)OC(F)(F)O3)c2ccc(C3=CCCCC3)cc2)cc1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.00', 'le': '0.21', 'lle': '1.01', 'sei': '5.15'}",CHEMBL455214,,CHEMBL455214,7.08,0,http://www.openphacts.org/units/Nanomolar,722794,=,1,1,=,,IC50,nM,,83.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,83.0
,,2378213,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC[C@@H](O)C(=O)O)c1ccc(CN(C(=O)Nc2cc(Cl)cc(Cl)c2)c2ccc(C3CCCCC3)cc2)cc1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '12.03', 'le': '0.24', 'lle': '0.57', 'sei': '5.91'}",CHEMBL487668,,CHEMBL487668,7.03,0,http://www.openphacts.org/units/Nanomolar,722793,=,1,1,=,,IC50,nM,,93.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,93.0
,,2378214,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)c1cccc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)c2ccc(C3CCCCC3)cc2)c1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '12.47', 'le': '0.23', 'lle': '0.68', 'sei': '5.99'}",CHEMBL447742,,CHEMBL447742,7.13,0,http://www.openphacts.org/units/Nanomolar,722724,=,1,1,=,,IC50,nM,,74.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,74.0
,,2378215,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)c2ccc(C3CCCCC3)cc2)cc1C(F)(F)F,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.01', 'le': '0.21', 'lle': '0.66', 'sei': '4.70'}",CHEMBL504245,,CHEMBL504245,6.70,0,http://www.openphacts.org/units/Nanomolar,722723,=,1,1,=,,IC50,nM,,198.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,198.0
,,2378216,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC[C@@H](O)C(=O)O)c1ccc(CN(C(=O)Nc2ccc(SC(F)(F)F)cc2)c2ccc(C3CCCCC3)cc2)cc1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '12.87', 'le': '0.25', 'lle': '1.16', 'sei': '6.66'}",CHEMBL453457,,CHEMBL453457,7.92,0,http://www.openphacts.org/units/Nanomolar,722722,=,1,1,=,,IC50,nM,,12.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,12.0
,,2378217,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC[C@@H](O)C(=O)O)c1ccc(CN(C(=O)Nc2cccc(Cl)c2)c2ccc(C3=CCCCC3)cc2)cc1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.66', 'le': '0.22', 'lle': '0.68', 'sei': '5.37'}",CHEMBL520893,,CHEMBL520893,6.39,0,http://www.openphacts.org/units/Nanomolar,722721,=,1,1,=,,IC50,nM,,406.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,406.0
,,2378218,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC[C@@H](O)C(=O)O)c1ccc(CN(C(=O)Nc2ccccc2)c2ccc(C3=CCCCC3)cc2)cc1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.40', 'le': '0.21', 'lle': '0.80', 'sei': '4.92'}",CHEMBL487662,,CHEMBL487662,5.86,0,http://www.openphacts.org/units/Nanomolar,722720,=,1,1,=,,IC50,nM,,1392.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1392.0
,,2378219,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)[C@H]2CC[C@H](C(C)(C)C)CC2)cc(C(F)(F)F)c1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '12.13', 'le': '0.23', 'lle': '1.18', 'sei': '5.89'}",CHEMBL486651,,CHEMBL486651,7.01,0,http://www.openphacts.org/units/Nanomolar,722719,=,1,1,=,,IC50,nM,,98.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,98.0
,,2378220,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)c2ccc(C3CCCCC3)cc2)cc(C(F)(F)F)c1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.14', 'le': '0.21', 'lle': '0.66', 'sei': '5.33'}",CHEMBL456738,,CHEMBL456738,6.84,0,http://www.openphacts.org/units/Nanomolar,721825,=,1,1,=,,IC50,nM,,145.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,145.0
,,2378221,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)c2ccc(C3=CCCCC3)cc2)cc(C(F)(F)F)c1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '10.72', 'le': '0.20', 'lle': '0.46', 'sei': '5.11'}",CHEMBL509710,,CHEMBL509710,6.55,0,http://www.openphacts.org/units/Nanomolar,721824,=,1,1,=,,IC50,nM,,279.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,279.0
,,2378222,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC[C@@H](O)C(=O)O)c1ccc(CN(C(=O)Nc2cc(Br)cc(C(F)(F)F)c2)c2ccc(C3=CCCCC3)cc2)cc1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '9.72', 'le': '0.20', 'lle': '-0.42', 'sei': '5.40'}",CHEMBL445532,,CHEMBL445532,6.42,0,http://www.openphacts.org/units/Nanomolar,721823,=,1,1,=,,IC50,nM,,380.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,380.0
,,2378223,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC[C@@H](O)C(=O)O)c1ccc(CN(C(=O)Nc2cccc(Br)c2)c2ccc(C3CCCCC3)cc2)cc1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.21', 'le': '0.23', 'lle': '0.76', 'sei': '5.60'}",CHEMBL452311,,CHEMBL452311,6.67,0,http://www.openphacts.org/units/Nanomolar,721822,=,1,1,=,,IC50,nM,,216.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,216.0
,,2378224,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C)cc(NC(=O)N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)[C@H]2CC[C@H](C(C)(C)C)CC2)c1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '12.71', 'le': '0.24', 'lle': '1.54', 'sei': '5.60'}",CHEMBL452067,,CHEMBL452067,6.66,0,http://www.openphacts.org/units/Nanomolar,721821,=,1,1,=,,IC50,nM,,220.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,220.0
,,2378225,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CO[C@H](CNC(=O)c1ccc(CN(C(=O)Nc2cc(Cl)cc(Cl)c2)c2ccc(C3=CCCCC3)cc2)cc1)C(=O)O,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '9.25', 'le': '0.18', 'lle': '-1.50', 'sei': '5.11'}",CHEMBL452310,,CHEMBL452310,5.52,0,http://www.openphacts.org/units/Nanomolar,721820,=,1,1,=,,IC50,nM,,3020.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,3020.0
,,2378226,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(Cc2ccc(C(=O)NC[C@H](O)C(=O)O)cc2)C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '10.18', 'le': '0.20', 'lle': '-0.11', 'sei': '5.40'}",CHEMBL504156,,CHEMBL504156,6.43,0,http://www.openphacts.org/units/Nanomolar,721722,=,1,1,=,,IC50,nM,,373.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,373.0
,,2378227,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(Cc2ccc(C(=O)NC[C@@H](O)C(=O)O)cc2)C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.18', 'le': '0.22', 'lle': '0.52', 'sei': '5.93'}",CHEMBL499160,,CHEMBL499160,7.06,0,http://www.openphacts.org/units/Nanomolar,721721,=,1,1,=,,IC50,nM,,87.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,87.0
,,2378228,[],CHEMBL977342,Binding affinity to human cloned GIPR expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CC[C@H](N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,,,CHEMBL1140036,J Med Chem,2008,"{'bei': '11.42', 'le': '0.22', 'lle': '-0.54', 'sei': '7.12'}",CHEMBL375167,,CHEMBL375167,7.03,0,http://www.openphacts.org/units/Nanomolar,721720,=,1,1,=,,IC50,nM,,93.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,93.0
