action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,158334,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccc(F)cc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,"{'bei': '19.42', 'le': '0.36', 'lle': '0.82', 'sei': '19.32'}",CHEMBL140514,,CHEMBL140514,6.40,0,http://www.openphacts.org/units/Nanomolar,274956,=,1,1,=,,IC50,nM,,400.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,0.4
,,158335,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCc1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccc(F)cc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,"{'bei': '15.96', 'le': '0.30', 'lle': '-0.99', 'sei': '18.58'}",CHEMBL140268,,CHEMBL140268,6.16,0,http://www.openphacts.org/units/Nanomolar,274960,=,1,1,=,,IC50,nM,,700.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,0.7
,,161547,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(CCCSc1nc2ccccc2[nH]1)c1ccc(O)c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL146545,,CHEMBL146545,,0,http://www.openphacts.org/units/Nanomolar,289746,>,1,1,>,,Ki,nM,,500000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,500.0
,,161976,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,COCc1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccc(F)cc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,"{'bei': '15.22', 'le': '0.29', 'lle': '0.28', 'sei': '11.91'}",CHEMBL436011,,CHEMBL436011,5.05,0,http://www.openphacts.org/units/Nanomolar,274951,=,1,1,=,,IC50,nM,,9000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,9.0
,,161977,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccc(F)cc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,"{'bei': '14.54', 'le': '0.27', 'lle': '0.61', 'sei': '8.45'}",CHEMBL140317,,CHEMBL140317,5.02,0,http://www.openphacts.org/units/Nanomolar,274950,=,1,1,=,,IC50,nM,,9500.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,9.5
,,163357,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CCc1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccc(F)cc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,"{'bei': '16.78', 'le': '0.32', 'lle': '-0.22', 'sei': '18.12'}",CHEMBL140586,,CHEMBL140586,6.00,0,http://www.openphacts.org/units/Nanomolar,274954,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,1.0
,,164043,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(CSc1nnc(-c2ccccc2)[nH]1)c1ccc(O)c(O)c1,,,CHEMBL1131430,J Med Chem,1998,"{'bei': '13.01', 'le': '0.25', 'lle': '1.40', 'sei': '4.30'}",CHEMBL358546,,CHEMBL358546,4.26,0,http://www.openphacts.org/units/Nanomolar,289755,=,1,1,=,,Ki,nM,,55000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,55.0
,,165146,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1ccc(C(=O)CSc2nc3ccccc3[nH]2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL147177,,CHEMBL147177,,0,http://www.openphacts.org/units/Nanomolar,289771,>,1,1,>,,Ki,nM,,500000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,500.0
,,166448,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(CSc1nc2ccccc2[nH]1)c1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL147345,,CHEMBL147345,,0,http://www.openphacts.org/units/Nanomolar,289740,>,1,1,>,,Ki,nM,,500000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,500.0
,,166449,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(O)c1cccc(C(=O)CSc2nc3ccccc3[nH]2)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL148750,,CHEMBL148750,,0,http://www.openphacts.org/units/Nanomolar,289749,>,1,1,>,,Ki,nM,,500000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,500.0
,,166450,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O/N=C(/CSc1nc2ccccc2[nH]1)c1ccc(O)c(Cl)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL358371,,CHEMBL358371,,0,http://www.openphacts.org/units/Nanomolar,289745,>,1,1,>,,Ki,nM,,500000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,500.0
,,166451,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,Oc1ccc(C(O)CSc2nc3ccccc3[nH]2)cc1Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL347544,,CHEMBL347544,,0,http://www.openphacts.org/units/Nanomolar,289742,>,1,1,>,,Ki,nM,,500000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,500.0
,,167725,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(CSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)c1ccc(O)c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL359177,,CHEMBL359177,,0,http://www.openphacts.org/units/Nanomolar,289756,=,1,1,=,,Ki,nM,,180000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,180.0
,,168243,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCc1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccc(F)cc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,"{'bei': '14.38', 'le': '0.27', 'lle': '-1.79', 'sei': '17.35'}",CHEMBL140636,,CHEMBL140636,5.75,0,http://www.openphacts.org/units/Nanomolar,274959,=,1,1,=,,IC50,nM,,1800.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,1.8
,,169421,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(CC)c(CO)c(-c2ccccc2)c1CC,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,,CHEMBL423013,,CHEMBL423013,,0,http://www.openphacts.org/units/Nanomolar,274947,>,1,1,>,,IC50,nM,,20000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,20.0
,,170141,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(CSc1nc2ccccc2[nH]1)c1ccc(Cl)c(Cl)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL342535,,CHEMBL342535,,0,http://www.openphacts.org/units/Nanomolar,289770,>,1,1,>,,Ki,nM,,500000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,500.0
,,170142,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(CSc1nc2ccccc2s1)c1ccc(O)c(O)c1,,,CHEMBL1131430,J Med Chem,1998,"{'bei': '13.03', 'le': '0.27', 'lle': '0.46', 'sei': '5.87'}",CHEMBL148905,,CHEMBL148905,4.14,0,http://www.openphacts.org/units/Nanomolar,289741,=,1,1,=,,Ki,nM,,73000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,73.0
,,170143,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(CSc1ncc[nH]1)c1ccc(O)c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL357318,,CHEMBL357318,,0,http://www.openphacts.org/units/Nanomolar,289757,>,1,1,>,,Ki,nM,,500000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,500.0
,,173007,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,CCc1c(C)nc(C)c(CO)c1-c1ccccc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,,CHEMBL358249,,CHEMBL358249,,0,http://www.openphacts.org/units/Nanomolar,274949,>,1,1,>,,IC50,nM,,20000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,20.0
,,173008,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,CCc1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccccc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,"{'bei': '19.31', 'le': '0.36', 'lle': '0.69', 'sei': '17.35'}",CHEMBL344911,,CHEMBL344911,5.75,0,http://www.openphacts.org/units/Nanomolar,274955,=,1,1,=,,IC50,nM,,1800.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,1.8
,,173026,[],CHEMBL878575,Inhibitory concentration against binding to the human glucagon receptor (hGR),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCc1c(C(C)C)nc(C(C)C)c(CO)c1-c1ccccc1,,,CHEMBL1135047,Bioorg Med Chem Lett,2002,"{'bei': '17.24', 'le': '0.32', 'lle': '-0.37', 'sei': '17.67'}",CHEMBL25115,,CHEMBL25115,5.85,0,http://www.openphacts.org/units/Nanomolar,274944,=,1,1,=,,IC50,nM,,1400.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,1.4
,,173726,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)c1cccc(COc2ccc3[nH]c(SCC(=O)c4ccc(O)c(O)c4)nc3c2)c1,,,CHEMBL1131430,J Med Chem,1998,"{'bei': '10.32', 'le': '0.20', 'lle': '0.49', 'sei': '3.94'}",CHEMBL265552,,CHEMBL265552,4.80,0,http://www.openphacts.org/units/Nanomolar,289760,=,1,1,=,,Ki,nM,,16000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,16.0
,,174847,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1cc(C(=O)CSc2nc3ccccc3[nH]2)ccc1O,,,CHEMBL1131430,J Med Chem,1998,"{'bei': '13.96', 'le': '0.27', 'lle': '1.14', 'sei': '5.83'}",CHEMBL146683,,CHEMBL146683,4.39,0,http://www.openphacts.org/units/Nanomolar,289764,=,1,1,=,,Ki,nM,,41000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,41.0
,,176159,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(CSc1ccc2ccccc2n1)c1ccc(O)c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131430,J Med Chem,1998,,CHEMBL147634,,CHEMBL147634,,0,http://www.openphacts.org/units/Nanomolar,289754,=,1,1,=,,Ki,nM,,160000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,160.0
,,176160,[],CHEMBL680803,Binding affinity towards cloned human glucagon receptor in BHK cells.,B,,,BAO_0000192,BAO_0000219,cell-based format,CC(C)(C)c1ccc2[nH]c(SCC(=O)c3ccc(O)c(O)c3)nc2c1,,,CHEMBL1131430,J Med Chem,1998,"{'bei': '14.78', 'le': '0.29', 'lle': '1.02', 'sei': '6.11'}",CHEMBL358886,,CHEMBL358886,5.27,0,http://www.openphacts.org/units/Nanomolar,289763,=,1,1,=,,Ki,nM,,5400.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,Ki,uM,UO_0000065,,5.4
